n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
3	20	None	2	2	True	0.92183
4	20	None	2	2	True	0.92674
5	20	None	2	2	True	0.94963
6	20	None	2	2	True	0.95402
7	20	None	2	2	True	0.95872
8	20	None	2	2	True	0.95877
9	20	None	2	2	True	0.94952
10	20	None	2	2	True	0.96797
20	20	None	2	2	True	0.95634
30	20	None	2	2	True	0.96321
40	20	None	2	2	True	0.96786
50	20	None	2	2	True	0.96554
100	20	None	2	2	True	0.96786
1	20	None	3	2	True	0.92405
2	20	None	3	2	True	0.91057
3	20	None	3	2	True	0.9334
4	20	None	3	2	True	0.9519
5	20	None	3	2	True	0.9334
6	20	None	3	2	True	0.95645
7	20	None	3	2	True	0.95872
8	20	None	3	2	True	0.94952
9	20	None	3	2	True	0.94503
10	20	None	3	2	True	0.9564
20	20	None	3	2	True	0.96792
30	20	None	3	2	True	0.96332
40	20	None	3	2	True	0.96105
50	20	None	3	2	True	0.97019
100	20	None	3	2	True	0.97246
1	20	None	4	2	True	0.88716
2	20	None	4	2	True	0.90153
3	20	None	4	2	True	0.9334
4	20	None	4	2	True	0.9473
5	20	None	4	2	True	0.95877
6	20	None	4	2	True	0.96332
7	20	None	4	2	True	0.9564
8	20	None	4	2	True	0.9519
9	20	None	4	2	True	0.96327
10	20	None	4	2	True	0.94487
20	20	None	4	2	True	0.96792
30	20	None	4	2	True	0.97252
40	20	None	4	2	True	0.97014
50	20	None	4	2	True	0.96792
100	20	None	4	2	True	0.97252
1	20	None	2	3	True	0.89915
2	20	None	2	3	True	0.92865
3	20	None	2	3	True	0.9564
4	20	None	2	3	True	0.938
5	20	None	2	3	True	0.95407
6	20	None	2	3	True	0.94027
7	20	None	2	3	True	0.9518
8	20	None	2	3	True	0.95169
9	20	None	2	3	True	0.9473
10	20	None	2	3	True	0.94493
20	20	None	2	3	True	0.9518
30	20	None	2	3	True	0.96099
40	20	None	2	3	True	0.96332
50	20	None	2	3	True	0.96094
100	20	None	2	3	True	0.96105
1	20	None	3	3	True	0.91057
2	20	None	3	3	True	0.92209
3	20	None	3	3	True	0.9472
4	20	None	3	3	True	0.94265
5	20	None	3	3	True	0.94487
6	20	None	3	3	True	0.94947
7	20	None	3	3	True	0.95856
8	20	None	3	3	True	0.95169
9	20	None	3	3	True	0.95407
10	20	None	3	3	True	0.95867
20	20	None	3	3	True	0.97479
30	20	None	3	3	True	0.96792
40	20	None	3	3	True	0.97019
50	20	None	3	3	True	0.96559
100	20	None	3	3	True	0.97019
1	20	None	4	3	True	0.89688
2	20	None	4	3	True	0.9129
3	20	None	4	3	True	0.9472
4	20	None	4	3	True	0.93584
5	20	None	4	3	True	0.93351
6	20	None	4	3	True	0.95877
7	20	None	4	3	True	0.95418
8	20	None	4	3	True	0.96089
9	20	None	4	3	True	0.96327
10	20	None	4	3	True	0.9564
20	20	None	4	3	True	0.96105
30	20	None	4	3	True	0.96786
40	20	None	4	3	True	0.95862
50	20	None	4	3	True	0.96781
100	20	None	4	3	True	0.96554
1	20	None	2	4	True	0.89942
2	20	None	2	4	True	0.91052
3	20	None	2	4	True	0.92653
4	20	None	2	4	True	0.94493
5	20	None	2	4	True	0.95185
6	20	None	2	4	True	0.9472
7	20	None	2	4	True	0.95201
8	20	None	2	4	True	0.94958
9	20	None	2	4	True	0.94487
10	20	None	2	4	True	0.95412
20	20	None	2	4	True	0.96327
30	20	None	2	4	True	0.9565
40	20	None	2	4	True	0.9564
50	20	None	2	4	True	0.95862
100	20	None	2	4	True	0.96792
1	20	None	3	4	True	0.89889
2	20	None	3	4	True	0.90349
3	20	None	3	4	True	0.93568
4	20	None	3	4	True	0.94027
5	20	None	3	4	True	0.95169
6	20	None	3	4	True	0.94715
7	20	None	3	4	True	0.96321
8	20	None	3	4	True	0.93584
9	20	None	3	4	True	0.96559
10	20	None	3	4	True	0.96564
20	20	None	3	4	True	0.96559
30	20	None	3	4	True	0.95645
40	20	None	3	4	True	0.97024
50	20	None	3	4	True	0.96786
100	20	None	3	4	True	0.95867
1	20	None	4	4	True	0.90846
2	20	None	4	4	True	0.92178
3	20	None	4	4	True	0.94281
4	20	None	4	4	True	0.94033
5	20	None	4	4	True	0.94725
6	20	None	4	4	True	0.95164
7	20	None	4	4	True	0.9564
8	20	None	4	4	True	0.97246
9	20	None	4	4	True	0.96554
10	20	None	4	4	True	0.96564
20	20	None	4	4	True	0.96327
30	20	None	4	4	True	0.96549
40	20	None	4	4	True	0.96337
50	20	None	4	4	True	0.96554
100	20	None	4	4	True	0.96327
1	22	None	2	1	True	0.91522
2	22	None	2	1	True	0.8899
3	22	None	2	1	True	0.90809
4	22	None	2	1	True	0.91966
5	22	None	2	1	True	0.93821
6	22	None	2	1	True	0.94958
7	22	None	2	1	True	0.95418
8	22	None	2	1	True	0.9472
9	22	None	2	1	True	0.94963
10	22	None	2	1	True	0.95185
20	22	None	2	1	True	0.9519
30	22	None	2	1	True	0.96094
40	22	None	2	1	True	0.97252
50	22	None	2	1	True	0.96564
100	22	None	2	1	True	0.97019
1	22	None	3	1	True	0.90127
2	22	None	3	1	True	0.90581
3	22	None	3	1	True	0.94937
4	22	None	3	1	True	0.92674
5	22	None	3	1	True	0.95169
6	22	None	3	1	True	0.94265
7	22	None	3	1	True	0.95174
8	22	None	3	1	True	0.95201
9	22	None	3	1	True	0.95634
10	22	None	3	1	True	0.94038
20	22	None	3	1	True	0.95645
30	22	None	3	1	True	0.96099
40	22	None	3	1	True	0.96099
50	22	None	3	1	True	0.96327
100	22	None	3	1	True	0.95867
1	22	None	4	1	True	0.88288
2	22	None	4	1	True	0.90137
3	22	None	4	1	True	0.94958
4	22	None	4	1	True	0.93134
5	22	None	4	1	True	0.95174
6	22	None	4	1	True	0.94255
7	22	None	4	1	True	0.94487
8	22	None	4	1	True	0.95418
9	22	None	4	1	True	0.94493
10	22	None	4	1	True	0.95645
20	22	None	4	1	True	0.95862
30	22	None	4	1	True	0.96321
40	22	None	4	1	True	0.96792
50	22	None	4	1	True	0.96094
100	22	None	4	1	True	0.97246
1	22	None	2	2	True	0.88562
2	22	None	2	2	True	0.93351
3	22	None	2	2	True	0.94049
4	22	None	2	2	True	0.93568
5	22	None	2	2	True	0.94033
6	22	None	2	2	True	0.94244
7	22	None	2	2	True	0.9611
8	22	None	2	2	True	0.95418
9	22	None	2	2	True	0.9518
10	22	None	2	2	True	0.95174
20	22	None	2	2	True	0.96316
30	22	None	2	2	True	0.96792
40	22	None	2	2	True	0.97014
50	22	None	2	2	True	0.96786
100	22	None	2	2	True	0.96792
1	22	None	3	2	True	0.91047
2	22	None	3	2	True	0.90365
3	22	None	3	2	True	0.94725
4	22	None	3	2	True	0.94286
5	22	None	3	2	True	0.95396
6	22	None	3	2	True	0.95872
7	22	None	3	2	True	0.95883
8	22	None	3	2	True	0.96543
9	22	None	3	2	True	0.94493
10	22	None	3	2	True	0.96105
20	22	None	3	2	True	0.95877
30	22	None	3	2	True	0.96094
40	22	None	3	2	True	0.97014
50	22	None	3	2	True	0.96332
100	22	None	3	2	True	0.97246
1	22	None	4	2	True	0.88525
2	22	None	4	2	True	0.9037
3	22	None	4	2	True	0.91501
4	22	None	4	2	True	0.93578
5	22	None	4	2	True	0.9519
6	22	None	4	2	True	0.9472
7	22	None	4	2	True	0.9564
8	22	None	4	2	True	0.94482
9	22	None	4	2	True	0.95862
10	22	None	4	2	True	0.9564
20	22	None	4	2	True	0.96321
30	22	None	4	2	True	0.96321
40	22	None	4	2	True	0.96327
50	22	None	4	2	True	0.97014
100	22	None	4	2	True	0.96792
1	22	None	2	3	True	0.89461
2	22	None	2	3	True	0.91961
3	22	None	2	3	True	0.91739
4	22	None	2	3	True	0.93573
5	22	None	2	3	True	0.94027
6	22	None	2	3	True	0.95645
7	22	None	2	3	True	0.95877
8	22	None	2	3	True	0.94942
9	22	None	2	3	True	0.95867
10	22	None	2	3	True	0.94952
20	22	None	2	3	True	0.96327
30	22	None	2	3	True	0.96332
40	22	None	2	3	True	0.96559
50	22	None	2	3	True	0.96099
100	22	None	2	3	True	0.96559
1	22	None	3	3	True	0.89656
2	22	None	3	3	True	0.92405
3	22	None	3	3	True	0.92891
4	22	None	3	3	True	0.94265
5	22	None	3	3	True	0.93103
6	22	None	3	3	True	0.94952
7	22	None	3	3	True	0.96332
8	22	None	3	3	True	0.94947
9	22	None	3	3	True	0.96332
10	22	None	3	3	True	0.95634
20	22	None	3	3	True	0.96099
30	22	None	3	3	True	0.96559
40	22	None	3	3	True	0.96559
50	22	None	3	3	True	0.96792
100	22	None	3	3	True	0.96327
1	22	None	4	3	True	0.91501
2	22	None	4	3	True	0.91744
3	22	None	4	3	True	0.94038
4	22	None	4	3	True	0.93351
5	22	None	4	3	True	0.94487
6	22	None	4	3	True	0.95877
7	22	None	4	3	True	0.95174
8	22	None	4	3	True	0.95867
9	22	None	4	3	True	0.94942
10	22	None	4	3	True	0.94715
20	22	None	4	3	True	0.96792
30	22	None	4	3	True	0.96094
40	22	None	4	3	True	0.96549
50	22	None	4	3	True	0.96554
100	22	None	4	3	True	0.96554
1	22	None	2	4	True	0.88335
2	22	None	2	4	True	0.90798
3	22	None	2	4	True	0.91987
4	22	None	2	4	True	0.95185
5	22	None	2	4	True	0.94255
6	22	None	2	4	True	0.94487
7	22	None	2	4	True	0.94038
8	22	None	2	4	True	0.96337
9	22	None	2	4	True	0.95661
10	22	None	2	4	True	0.95862
20	22	None	2	4	True	0.96099
30	22	None	2	4	True	0.96321
40	22	None	2	4	True	0.96332
50	22	None	2	4	True	0.95634
100	22	None	2	4	True	0.96786
1	22	None	3	4	True	0.89683
2	22	None	3	4	True	0.91284
3	22	None	3	4	True	0.94487
4	22	None	3	4	True	0.95412
5	22	None	3	4	True	0.94503
6	22	None	3	4	True	0.95634
7	22	None	3	4	True	0.95407
8	22	None	3	4	True	0.95872
9	22	None	3	4	True	0.9518
10	22	None	3	4	True	0.96554
20	22	None	3	4	True	0.95867
30	22	None	3	4	True	0.94487
40	22	None	3	4	True	0.96554
50	22	None	3	4	True	0.9565
100	22	None	3	4	True	0.97014
1	22	None	4	4	True	0.92204
2	22	None	4	4	True	0.91961
3	22	None	4	4	True	0.92896
4	22	None	4	4	True	0.9473
5	22	None	4	4	True	0.94498
6	22	None	4	4	True	0.95645
7	22	None	4	4	True	0.95185
8	22	None	4	4	True	0.95412
9	22	None	4	4	True	0.94736
10	22	None	4	4	True	0.96105
20	22	None	4	4	True	0.95423
30	22	None	4	4	True	0.95407
40	22	None	4	4	True	0.96559
50	22	None	4	4	True	0.96332
100	22	None	4	4	True	0.96321
1	24	None	2	1	True	0.89688
2	24	None	2	1	True	0.87611
3	24	None	2	1	True	0.93129
4	24	None	2	1	True	0.93124
5	24	None	2	1	True	0.92891
6	24	None	2	1	True	0.94271
7	24	None	2	1	True	0.95185
8	24	None	2	1	True	0.94038
9	24	None	2	1	True	0.95645
10	24	None	2	1	True	0.9565
20	24	None	2	1	True	0.96332
30	24	None	2	1	True	0.96554
40	24	None	2	1	True	0.95185
50	24	None	2	1	True	0.96559
100	24	None	2	1	True	0.96559
1	24	None	3	1	True	0.88314
2	24	None	3	1	True	0.86443
3	24	None	3	1	True	0.93578
4	24	None	3	1	True	0.92896
5	24	None	3	1	True	0.94487
6	24	None	3	1	True	0.94043
7	24	None	3	1	True	0.94498
8	24	None	3	1	True	0.94963
9	24	None	3	1	True	0.94958
10	24	None	3	1	True	0.96105
20	24	None	3	1	True	0.96332
30	24	None	3	1	True	0.96327
40	24	None	3	1	True	0.96786
50	24	None	3	1	True	0.95877
100	24	None	3	1	True	0.96554
1	24	None	4	1	True	0.89915
2	24	None	4	1	True	0.90809
3	24	None	4	1	True	0.95883
4	24	None	4	1	True	0.93578
5	24	None	4	1	True	0.93124
6	24	None	4	1	True	0.93584
7	24	None	4	1	True	0.94952
8	24	None	4	1	True	0.96115
9	24	None	4	1	True	0.94265
10	24	None	4	1	True	0.94958
20	24	None	4	1	True	0.95862
30	24	None	4	1	True	0.96559
40	24	None	4	1	True	0.9564
50	24	None	4	1	True	0.96332
100	24	None	4	1	True	0.97246
1	24	None	2	2	True	0.92421
2	24	None	2	2	True	0.91041
3	24	None	2	2	True	0.92199
4	24	None	2	2	True	0.92896
5	24	None	2	2	True	0.94049
6	24	None	2	2	True	0.95412
7	24	None	2	2	True	0.94493
8	24	None	2	2	True	0.94968
9	24	None	2	2	True	0.9564
10	24	None	2	2	True	0.96105
20	24	None	2	2	True	0.96792
30	24	None	2	2	True	0.96321
40	24	None	2	2	True	0.97019
50	24	None	2	2	True	0.96559
100	24	None	2	2	True	0.96564
1	24	None	3	2	True	0.88309
2	24	None	3	2	True	0.89429
3	24	None	3	2	True	0.93351
4	24	None	3	2	True	0.93573
5	24	None	3	2	True	0.9518
6	24	None	3	2	True	0.94952
7	24	None	3	2	True	0.94027
8	24	None	3	2	True	0.95402
9	24	None	3	2	True	0.96099
10	24	None	3	2	True	0.96094
20	24	None	3	2	True	0.97479
30	24	None	3	2	True	0.96094
40	24	None	3	2	True	0.95634
50	24	None	3	2	True	0.96327
100	24	None	3	2	True	0.97014
1	24	None	4	2	True	0.88282
2	24	None	4	2	True	0.89434
3	24	None	4	2	True	0.91755
4	24	None	4	2	True	0.94736
5	24	None	4	2	True	0.93805
6	24	None	4	2	True	0.93124
7	24	None	4	2	True	0.9564
8	24	None	4	2	True	0.95655
9	24	None	4	2	True	0.96099
10	24	None	4	2	True	0.97019
20	24	None	4	2	True	0.96321
30	24	None	4	2	True	0.95867
40	24	None	4	2	True	0.95862
50	24	None	4	2	True	0.96559
100	24	None	4	2	True	0.96327
1	24	None	2	3	True	0.88779
2	24	None	2	3	True	0.92199
3	24	None	2	3	True	0.93578
4	24	None	2	3	True	0.93113
5	24	None	2	3	True	0.96337
6	24	None	2	3	True	0.94265
7	24	None	2	3	True	0.95645
8	24	None	2	3	True	0.9473
9	24	None	2	3	True	0.95185
10	24	None	2	3	True	0.94947
20	24	None	2	3	True	0.96786
30	24	None	2	3	True	0.95867
40	24	None	2	3	True	0.97019
50	24	None	2	3	True	0.95872
100	24	None	2	3	True	0.96781
1	24	None	3	3	True	0.90354
2	24	None	3	3	True	0.91961
3	24	None	3	3	True	0.93108
4	24	None	3	3	True	0.93356
5	24	None	3	3	True	0.94725
6	24	None	3	3	True	0.94503
7	24	None	3	3	True	0.96099
8	24	None	3	3	True	0.95185
9	24	None	3	3	True	0.9518
10	24	None	3	3	True	0.95185
20	24	None	3	3	True	0.96094
30	24	None	3	3	True	0.96094
40	24	None	3	3	True	0.96321
50	24	None	3	3	True	0.96559
100	24	None	3	3	True	0.96099
1	24	None	4	3	True	0.9148
2	24	None	4	3	True	0.90581
3	24	None	4	3	True	0.94271
4	24	None	4	3	True	0.93573
5	24	None	4	3	True	0.94725
6	24	None	4	3	True	0.95169
7	24	None	4	3	True	0.94033
8	24	None	4	3	True	0.94699
9	24	None	4	3	True	0.94725
10	24	None	4	3	True	0.95407
20	24	None	4	3	True	0.95862
30	24	None	4	3	True	0.96327
40	24	None	4	3	True	0.97024
50	24	None	4	3	True	0.96099
100	24	None	4	3	True	0.96332
1	24	None	2	4	True	0.90375
2	24	None	2	4	True	0.91512
3	24	None	2	4	True	0.94493
4	24	None	2	4	True	0.94725
5	24	None	2	4	True	0.95418
6	24	None	2	4	True	0.94493
7	24	None	2	4	True	0.94503
8	24	None	2	4	True	0.94958
9	24	None	2	4	True	0.95645
10	24	None	2	4	True	0.9472
20	24	None	2	4	True	0.95412
30	24	None	2	4	True	0.95872
40	24	None	2	4	True	0.96332
50	24	None	2	4	True	0.96332
100	24	None	2	4	True	0.96321
1	24	None	3	4	True	0.90603
2	24	None	3	4	True	0.91295
3	24	None	3	4	True	0.93805
4	24	None	3	4	True	0.91977
5	24	None	3	4	True	0.94736
6	24	None	3	4	True	0.94493
7	24	None	3	4	True	0.94709
8	24	None	3	4	True	0.94942
9	24	None	3	4	True	0.95174
10	24	None	3	4	True	0.94498
20	24	None	3	4	True	0.95407
30	24	None	3	4	True	0.95872
40	24	None	3	4	True	0.9564
50	24	None	3	4	True	0.96332
100	24	None	3	4	True	0.96332
1	24	None	4	4	True	0.89001
2	24	None	4	4	True	0.938
3	24	None	4	4	True	0.93124
4	24	None	4	4	True	0.93325
5	24	None	4	4	True	0.9518
6	24	None	4	4	True	0.94482
7	24	None	4	4	True	0.93578
8	24	None	4	4	True	0.95185
9	24	None	4	4	True	0.9518
10	24	None	4	4	True	0.9518
20	24	None	4	4	True	0.96327
30	24	None	4	4	True	0.96797
40	24	None	4	4	True	0.96332
50	24	None	4	4	True	0.95645
100	24	None	4	4	True	0.96094
1	26	None	2	1	True	0.90132
2	26	None	2	1	True	0.91728
3	26	None	2	1	True	0.92886
4	26	None	2	1	True	0.92902
5	26	None	2	1	True	0.94027
6	26	None	2	1	True	0.9473
7	26	None	2	1	True	0.94947
8	26	None	2	1	True	0.94741
9	26	None	2	1	True	0.95877
10	26	None	2	1	True	0.94498
20	26	None	2	1	True	0.96089
30	26	None	2	1	True	0.96327
40	26	None	2	1	True	0.97246
50	26	None	2	1	True	0.97019
100	26	None	2	1	True	0.96786
1	26	None	3	1	True	0.91501
2	26	None	3	1	True	0.874
3	26	None	3	1	True	0.92912
4	26	None	3	1	True	0.93351
5	26	None	3	1	True	0.9518
6	26	None	3	1	True	0.9518
7	26	None	3	1	True	0.94482
8	26	None	3	1	True	0.95169
9	26	None	3	1	True	0.95645
10	26	None	3	1	True	0.95645
20	26	None	3	1	True	0.95872
30	26	None	3	1	True	0.96554
40	26	None	3	1	True	0.95877
50	26	None	3	1	True	0.96559
100	26	None	3	1	True	0.97019
1	26	None	4	1	True	0.89461
2	26	None	4	1	True	0.89678
3	26	None	4	1	True	0.93346
4	26	None	4	1	True	0.94022
5	26	None	4	1	True	0.94958
6	26	None	4	1	True	0.94736
7	26	None	4	1	True	0.9518
8	26	None	4	1	True	0.94947
9	26	None	4	1	True	0.95867
10	26	None	4	1	True	0.95856
20	26	None	4	1	True	0.95407
30	26	None	4	1	True	0.96564
40	26	None	4	1	True	0.96564
50	26	None	4	1	True	0.96786
100	26	None	4	1	True	0.96332
1	26	None	2	2	True	0.876
2	26	None	2	2	True	0.91274
3	26	None	2	2	True	0.91971
4	26	None	2	2	True	0.93805
5	26	None	2	2	True	0.95645
6	26	None	2	2	True	0.95402
7	26	None	2	2	True	0.94487
8	26	None	2	2	True	0.94239
9	26	None	2	2	True	0.96099
10	26	None	2	2	True	0.96089
20	26	None	2	2	True	0.95862
30	26	None	2	2	True	0.96316
40	26	None	2	2	True	0.96327
50	26	None	2	2	True	0.9564
100	26	None	2	2	True	0.96327
1	26	None	3	2	True	0.9037
2	26	None	3	2	True	0.8899
3	26	None	3	2	True	0.92426
4	26	None	3	2	True	0.94038
5	26	None	3	2	True	0.95174
6	26	None	3	2	True	0.94947
7	26	None	3	2	True	0.94276
8	26	None	3	2	True	0.95412
9	26	None	3	2	True	0.9564
10	26	None	3	2	True	0.93568
20	26	None	3	2	True	0.96094
30	26	None	3	2	True	0.97019
40	26	None	3	2	True	0.96316
50	26	None	3	2	True	0.96786
100	26	None	3	2	True	0.96786
1	26	None	4	2	True	0.92442
2	26	None	4	2	True	0.9334
3	26	None	4	2	True	0.93605
4	26	None	4	2	True	0.92204
5	26	None	4	2	True	0.95412
6	26	None	4	2	True	0.9519
7	26	None	4	2	True	0.96105
8	26	None	4	2	True	0.94942
9	26	None	4	2	True	0.9564
10	26	None	4	2	True	0.95634
20	26	None	4	2	True	0.95877
30	26	None	4	2	True	0.95856
40	26	None	4	2	True	0.96549
50	26	None	4	2	True	0.97019
100	26	None	4	2	True	0.97252
1	26	None	2	3	True	0.89889
2	26	None	2	3	True	0.92674
3	26	None	2	3	True	0.93129
4	26	None	2	3	True	0.93356
5	26	None	2	3	True	0.93335
6	26	None	2	3	True	0.94942
7	26	None	2	3	True	0.95412
8	26	None	2	3	True	0.95407
9	26	None	2	3	True	0.95174
10	26	None	2	3	True	0.95412
20	26	None	2	3	True	0.96781
30	26	None	2	3	True	0.96776
40	26	None	2	3	True	0.95867
50	26	None	2	3	True	0.95412
100	26	None	2	3	True	0.96321
1	26	None	3	3	True	0.90137
2	26	None	3	3	True	0.938
3	26	None	3	3	True	0.94027
4	26	None	3	3	True	0.92653
5	26	None	3	3	True	0.94271
6	26	None	3	3	True	0.94937
7	26	None	3	3	True	0.94715
8	26	None	3	3	True	0.94958
9	26	None	3	3	True	0.95201
10	26	None	3	3	True	0.95185
20	26	None	3	3	True	0.96554
30	26	None	3	3	True	0.96321
40	26	None	3	3	True	0.95412
50	26	None	3	3	True	0.96099
100	26	None	3	3	True	0.96559
1	26	None	4	3	True	0.89662
2	26	None	4	3	True	0.92648
3	26	None	4	3	True	0.93805
4	26	None	4	3	True	0.94952
5	26	None	4	3	True	0.95867
6	26	None	4	3	True	0.95423
7	26	None	4	3	True	0.95174
8	26	None	4	3	True	0.95402
9	26	None	4	3	True	0.94958
10	26	None	4	3	True	0.9472
20	26	None	4	3	True	0.95867
30	26	None	4	3	True	0.96094
40	26	None	4	3	True	0.96786
50	26	None	4	3	True	0.96089
100	26	None	4	3	True	0.97019
1	26	None	2	4	True	0.88515
2	26	None	2	4	True	0.92183
3	26	None	2	4	True	0.93103
4	26	None	2	4	True	0.94503
5	26	None	2	4	True	0.96099
6	26	None	2	4	True	0.94255
7	26	None	2	4	True	0.9472
8	26	None	2	4	True	0.95174
9	26	None	2	4	True	0.95867
10	26	None	2	4	True	0.9518
20	26	None	2	4	True	0.96089
30	26	None	2	4	True	0.95867
40	26	None	2	4	True	0.95645
50	26	None	2	4	True	0.95872
100	26	None	2	4	True	0.95412
1	26	None	3	4	True	0.89656
2	26	None	3	4	True	0.90603
3	26	None	3	4	True	0.93362
4	26	None	3	4	True	0.94265
5	26	None	3	4	True	0.94271
6	26	None	3	4	True	0.9426
7	26	None	3	4	True	0.94715
8	26	None	3	4	True	0.95402
9	26	None	3	4	True	0.95169
10	26	None	3	4	True	0.95169
20	26	None	3	4	True	0.96105
30	26	None	3	4	True	0.95872
40	26	None	3	4	True	0.95634
50	26	None	3	4	True	0.96332
100	26	None	3	4	True	0.95862
1	26	None	4	4	True	0.91052
2	26	None	4	4	True	0.91274
3	26	None	4	4	True	0.94033
4	26	None	4	4	True	0.94493
5	26	None	4	4	True	0.94493
6	26	None	4	4	True	0.95402
7	26	None	4	4	True	0.94958
8	26	None	4	4	True	0.9564
9	26	None	4	4	True	0.95196
10	26	None	4	4	True	0.9565
20	26	None	4	4	True	0.96332
30	26	None	4	4	True	0.96321
40	26	None	4	4	True	0.95867
50	26	None	4	4	True	0.96094
100	26	None	4	4	True	0.96564
1	28	None	2	1	True	0.88557
2	28	None	2	1	True	0.90132
3	28	None	2	1	True	0.95629
4	28	None	2	1	True	0.91977
5	28	None	2	1	True	0.95418
6	28	None	2	1	True	0.93346
7	28	None	2	1	True	0.9472
8	28	None	2	1	True	0.94286
9	28	None	2	1	True	0.96321
10	28	None	2	1	True	0.9519
20	28	None	2	1	True	0.96327
30	28	None	2	1	True	0.95412
40	28	None	2	1	True	0.96099
50	28	None	2	1	True	0.97246
100	28	None	2	1	True	0.96332
1	28	None	3	1	True	0.89456
2	28	None	3	1	True	0.90597
3	28	None	3	1	True	0.93124
4	28	None	3	1	True	0.92659
5	28	None	3	1	True	0.94043
6	28	None	3	1	True	0.94709
7	28	None	3	1	True	0.94487
8	28	None	3	1	True	0.95412
9	28	None	3	1	True	0.94503
10	28	None	3	1	True	0.9519
20	28	None	3	1	True	0.95407
30	28	None	3	1	True	0.96559
40	28	None	3	1	True	0.95872
50	28	None	3	1	True	0.9657
100	28	None	3	1	True	0.96786
1	28	None	4	1	True	0.90835
2	28	None	4	1	True	0.89915
3	28	None	4	1	True	0.93573
4	28	None	4	1	True	0.91993
5	28	None	4	1	True	0.93573
6	28	None	4	1	True	0.94255
7	28	None	4	1	True	0.9472
8	28	None	4	1	True	0.95412
9	28	None	4	1	True	0.94725
10	28	None	4	1	True	0.95867
20	28	None	4	1	True	0.95185
30	28	None	4	1	True	0.96094
40	28	None	4	1	True	0.96786
50	28	None	4	1	True	0.97246
100	28	None	4	1	True	0.96559
1	28	None	2	2	True	0.876
2	28	None	2	2	True	0.90608
3	28	None	2	2	True	0.9334
4	28	None	2	2	True	0.93113
5	28	None	2	2	True	0.9287
6	28	None	2	2	True	0.95877
7	28	None	2	2	True	0.94725
8	28	None	2	2	True	0.95402
9	28	None	2	2	True	0.96115
10	28	None	2	2	True	0.95185
20	28	None	2	2	True	0.95872
30	28	None	2	2	True	0.95412
40	28	None	2	2	True	0.96332
50	28	None	2	2	True	0.96327
100	28	None	2	2	True	0.96559
1	28	None	3	2	True	0.90148
2	28	None	3	2	True	0.8945
3	28	None	3	2	True	0.92648
4	28	None	3	2	True	0.94255
5	28	None	3	2	True	0.94968
6	28	None	3	2	True	0.94276
7	28	None	3	2	True	0.95867
8	28	None	3	2	True	0.94736
9	28	None	3	2	True	0.96327
10	28	None	3	2	True	0.94265
20	28	None	3	2	True	0.95862
30	28	None	3	2	True	0.96554
40	28	None	3	2	True	0.96792
50	28	None	3	2	True	0.96332
100	28	None	3	2	True	0.96321
1	28	None	4	2	True	0.90803
2	28	None	4	2	True	0.91052
3	28	None	4	2	True	0.94503
4	28	None	4	2	True	0.93097
5	28	None	4	2	True	0.93118
6	28	None	4	2	True	0.95661
7	28	None	4	2	True	0.9564
8	28	None	4	2	True	0.94725
9	28	None	4	2	True	0.95862
10	28	None	4	2	True	0.95169
20	28	None	4	2	True	0.95862
30	28	None	4	2	True	0.95872
40	28	None	4	2	True	0.95872
50	28	None	4	2	True	0.96094
100	28	None	4	2	True	0.97024
1	28	None	2	3	True	0.89223
2	28	None	2	3	True	0.91062
3	28	None	2	3	True	0.9334
4	28	None	2	3	True	0.93134
5	28	None	2	3	True	0.94027
6	28	None	2	3	True	0.94942
7	28	None	2	3	True	0.94487
8	28	None	2	3	True	0.95402
9	28	None	2	3	True	0.9564
10	28	None	2	3	True	0.9473
20	28	None	2	3	True	0.95634
30	28	None	2	3	True	0.9564
40	28	None	2	3	True	0.96332
50	28	None	2	3	True	0.96094
100	28	None	2	3	True	0.96099
1	28	None	3	3	True	0.89218
2	28	None	3	3	True	0.913
3	28	None	3	3	True	0.92199
4	28	None	3	3	True	0.94699
5	28	None	3	3	True	0.96337
6	28	None	3	3	True	0.96094
7	28	None	3	3	True	0.9472
8	28	None	3	3	True	0.96554
9	28	None	3	3	True	0.94508
10	28	None	3	3	True	0.96094
20	28	None	3	3	True	0.9564
30	28	None	3	3	True	0.96099
40	28	None	3	3	True	0.9564
50	28	None	3	3	True	0.97019
100	28	None	3	3	True	0.96099
1	28	None	4	3	True	0.90396
2	28	None	4	3	True	0.91543
3	28	None	4	3	True	0.92426
4	28	None	4	3	True	0.93129
5	28	None	4	3	True	0.95169
6	28	None	4	3	True	0.96327
7	28	None	4	3	True	0.95412
8	28	None	4	3	True	0.96337
9	28	None	4	3	True	0.95185
10	28	None	4	3	True	0.96321
20	28	None	4	3	True	0.96089
30	28	None	4	3	True	0.96099
40	28	None	4	3	True	0.96559
50	28	None	4	3	True	0.96089
100	28	None	4	3	True	0.96099
1	28	None	2	4	True	0.89683
2	28	None	2	4	True	0.90386
3	28	None	2	4	True	0.93118
4	28	None	2	4	True	0.93129
5	28	None	2	4	True	0.94725
6	28	None	2	4	True	0.94265
7	28	None	2	4	True	0.94741
8	28	None	2	4	True	0.9472
9	28	None	2	4	True	0.94947
10	28	None	2	4	True	0.93795
20	28	None	2	4	True	0.9518
30	28	None	2	4	True	0.96099
40	28	None	2	4	True	0.96564
