n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
50	28	None	2	4	True	0.95645
100	28	None	2	4	True	0.95872
1	28	None	3	4	True	0.87844
2	28	None	3	4	True	0.91987
3	28	None	3	4	True	0.9473
4	28	None	3	4	True	0.94033
5	28	None	3	4	True	0.94709
6	28	None	3	4	True	0.9518
7	28	None	3	4	True	0.94017
8	28	None	3	4	True	0.94498
9	28	None	3	4	True	0.94725
10	28	None	3	4	True	0.96105
20	28	None	3	4	True	0.9518
30	28	None	3	4	True	0.96327
40	28	None	3	4	True	0.95872
50	28	None	3	4	True	0.95407
100	28	None	3	4	True	0.96332
1	28	None	4	4	True	0.90359
2	28	None	4	4	True	0.92426
3	28	None	4	4	True	0.92653
4	28	None	4	4	True	0.93795
5	28	None	4	4	True	0.94958
6	28	None	4	4	True	0.94255
7	28	None	4	4	True	0.96564
8	28	None	4	4	True	0.94952
9	28	None	4	4	True	0.94038
10	28	None	4	4	True	0.95396
20	28	None	4	4	True	0.95185
30	28	None	4	4	True	0.96321
40	28	None	4	4	True	0.96099
50	28	None	4	4	True	0.96099
100	28	None	4	4	True	0.9611
1	30	None	2	1	True	0.86464
2	30	None	2	1	True	0.88282
3	30	None	2	1	True	0.91987
4	30	None	2	1	True	0.93356
5	30	None	2	1	True	0.94271
6	30	None	2	1	True	0.93108
7	30	None	2	1	True	0.95418
8	30	None	2	1	True	0.94276
9	30	None	2	1	True	0.95423
10	30	None	2	1	True	0.95634
20	30	None	2	1	True	0.96337
30	30	None	2	1	True	0.96099
40	30	None	2	1	True	0.96105
50	30	None	2	1	True	0.96099
100	30	None	2	1	True	0.96332
1	30	None	3	1	True	0.90846
2	30	None	3	1	True	0.8851
3	30	None	3	1	True	0.92431
4	30	None	3	1	True	0.93108
5	30	None	3	1	True	0.93351
6	30	None	3	1	True	0.93578
7	30	None	3	1	True	0.95174
8	30	None	3	1	True	0.95412
9	30	None	3	1	True	0.95862
10	30	None	3	1	True	0.94017
20	30	None	3	1	True	0.96105
30	30	None	3	1	True	0.96337
40	30	None	3	1	True	0.96332
50	30	None	3	1	True	0.95872
100	30	None	3	1	True	0.96781
1	30	None	4	1	True	0.9037
2	30	None	4	1	True	0.89445
3	30	None	4	1	True	0.92881
4	30	None	4	1	True	0.94715
5	30	None	4	1	True	0.93113
6	30	None	4	1	True	0.94725
7	30	None	4	1	True	0.94503
8	30	None	4	1	True	0.95634
9	30	None	4	1	True	0.94493
10	30	None	4	1	True	0.95402
20	30	None	4	1	True	0.95862
30	30	None	4	1	True	0.97252
40	30	None	4	1	True	0.95645
50	30	None	4	1	True	0.97479
100	30	None	4	1	True	0.96559
1	30	None	2	2	True	0.90338
2	30	None	2	2	True	0.91036
3	30	None	2	2	True	0.91755
4	30	None	2	2	True	0.93594
5	30	None	2	2	True	0.94271
6	30	None	2	2	True	0.94736
7	30	None	2	2	True	0.94715
8	30	None	2	2	True	0.94049
9	30	None	2	2	True	0.94952
10	30	None	2	2	True	0.94498
20	30	None	2	2	True	0.96786
30	30	None	2	2	True	0.95862
40	30	None	2	2	True	0.96327
50	30	None	2	2	True	0.96559
100	30	None	2	2	True	0.96105
1	30	None	3	2	True	0.89244
2	30	None	3	2	True	0.92199
3	30	None	3	2	True	0.93346
4	30	None	3	2	True	0.94043
5	30	None	3	2	True	0.94963
6	30	None	3	2	True	0.94725
7	30	None	3	2	True	0.9473
8	30	None	3	2	True	0.94725
9	30	None	3	2	True	0.94033
10	30	None	3	2	True	0.96094
20	30	None	3	2	True	0.95862
30	30	None	3	2	True	0.95867
40	30	None	3	2	True	0.95872
50	30	None	3	2	True	0.96792
100	30	None	3	2	True	0.95862
1	30	None	4	2	True	0.88541
2	30	None	4	2	True	0.92193
3	30	None	4	2	True	0.94033
4	30	None	4	2	True	0.94958
5	30	None	4	2	True	0.95174
6	30	None	4	2	True	0.9426
7	30	None	4	2	True	0.95185
8	30	None	4	2	True	0.95185
9	30	None	4	2	True	0.9518
10	30	None	4	2	True	0.95174
20	30	None	4	2	True	0.9564
30	30	None	4	2	True	0.95872
40	30	None	4	2	True	0.97024
50	30	None	4	2	True	0.96099
100	30	None	4	2	True	0.96559
1	30	None	2	3	True	0.89678
2	30	None	2	3	True	0.91744
3	30	None	2	3	True	0.93351
4	30	None	2	3	True	0.93578
5	30	None	2	3	True	0.94271
6	30	None	2	3	True	0.94033
7	30	None	2	3	True	0.94958
8	30	None	2	3	True	0.9564
9	30	None	2	3	True	0.94477
10	30	None	2	3	True	0.94503
20	30	None	2	3	True	0.9564
30	30	None	2	3	True	0.9564
40	30	None	2	3	True	0.96332
50	30	None	2	3	True	0.96327
100	30	None	2	3	True	0.95872
1	30	None	3	3	True	0.90359
2	30	None	3	3	True	0.93594
3	30	None	3	3	True	0.92426
4	30	None	3	3	True	0.92653
5	30	None	3	3	True	0.93346
6	30	None	3	3	True	0.94265
7	30	None	3	3	True	0.92421
8	30	None	3	3	True	0.9473
9	30	None	3	3	True	0.94265
10	30	None	3	3	True	0.95877
20	30	None	3	3	True	0.96797
30	30	None	3	3	True	0.9564
40	30	None	3	3	True	0.95867
50	30	None	3	3	True	0.95645
100	30	None	3	3	True	0.96554
1	30	None	4	3	True	0.90587
2	30	None	4	3	True	0.91522
3	30	None	4	3	True	0.92664
4	30	None	4	3	True	0.94022
5	30	None	4	3	True	0.93573
6	30	None	4	3	True	0.94043
7	30	None	4	3	True	0.95634
8	30	None	4	3	True	0.94493
9	30	None	4	3	True	0.95391
10	30	None	4	3	True	0.96332
20	30	None	4	3	True	0.96781
30	30	None	4	3	True	0.95645
40	30	None	4	3	True	0.95872
50	30	None	4	3	True	0.96342
100	30	None	4	3	True	0.96332
1	30	None	2	4	True	0.92193
2	30	None	2	4	True	0.91057
3	30	None	2	4	True	0.92664
4	30	None	2	4	True	0.94255
5	30	None	2	4	True	0.9518
6	30	None	2	4	True	0.92648
7	30	None	2	4	True	0.9519
8	30	None	2	4	True	0.94952
9	30	None	2	4	True	0.96792
10	30	None	2	4	True	0.95412
20	30	None	2	4	True	0.96327
30	30	None	2	4	True	0.95412
40	30	None	2	4	True	0.95877
50	30	None	2	4	True	0.95872
100	30	None	2	4	True	0.96099
1	30	None	3	4	True	0.89915
2	30	None	3	4	True	0.90375
3	30	None	3	4	True	0.95185
4	30	None	3	4	True	0.94968
5	30	None	3	4	True	0.93805
6	30	None	3	4	True	0.94715
7	30	None	3	4	True	0.94498
8	30	None	3	4	True	0.95423
9	30	None	3	4	True	0.94709
10	30	None	3	4	True	0.95423
20	30	None	3	4	True	0.96332
30	30	None	3	4	True	0.95862
40	30	None	3	4	True	0.96099
50	30	None	3	4	True	0.96327
100	30	None	3	4	True	0.95867
1	30	None	4	4	True	0.92659
2	30	None	4	4	True	0.94022
3	30	None	4	4	True	0.93346
4	30	None	4	4	True	0.94281
5	30	None	4	4	True	0.92881
6	30	None	4	4	True	0.9518
7	30	None	4	4	True	0.95634
8	30	None	4	4	True	0.93584
9	30	None	4	4	True	0.96099
10	30	None	4	4	True	0.95867
20	30	None	4	4	True	0.95174
30	30	None	4	4	True	0.95872
40	30	None	4	4	True	0.95867
50	30	None	4	4	True	0.95872
100	30	None	4	4	True	0.95867
1	2	10	2	1	False	0.84651
2	2	10	2	1	False	0.83029
3	2	10	2	1	False	0.89234
4	2	10	2	1	False	0.87146
5	2	10	2	1	False	0.89001
6	2	10	2	1	False	0.88071
7	2	10	2	1	False	0.90381
8	2	10	2	1	False	0.91506
9	2	10	2	1	False	0.92209
10	2	10	2	1	False	0.94033
20	2	10	2	1	False	0.93805
30	2	10	2	1	False	0.95634
40	2	10	2	1	False	0.94947
50	2	10	2	1	False	0.94947
100	2	10	2	1	False	0.96786
1	2	10	3	1	False	0.82347
2	2	10	3	1	False	0.83483
3	2	10	3	1	False	0.88732
4	2	10	3	1	False	0.8898
5	2	10	3	1	False	0.8991
6	2	10	3	1	False	0.90354
7	2	10	3	1	False	0.90825
8	2	10	3	1	False	0.91274
9	2	10	3	1	False	0.93346
10	2	10	3	1	False	0.92659
20	2	10	3	1	False	0.96321
30	2	10	3	1	False	0.94255
40	2	10	3	1	False	0.94498
50	2	10	3	1	False	0.94487
100	2	10	3	1	False	0.95624
1	2	10	4	1	False	0.78457
2	2	10	4	1	False	0.83473
3	2	10	4	1	False	0.85994
4	2	10	4	1	False	0.89207
5	2	10	4	1	False	0.88763
6	2	10	4	1	False	0.91284
7	2	10	4	1	False	0.92896
8	2	10	4	1	False	0.92664
9	2	10	4	1	False	0.92907
10	2	10	4	1	False	0.93118
20	2	10	4	1	False	0.95412
30	2	10	4	1	False	0.95645
40	2	10	4	1	False	0.94725
50	2	10	4	1	False	0.94715
100	2	10	4	1	False	0.95634
1	2	10	2	2	False	0.85534
2	2	10	2	2	False	0.87183
3	2	10	2	2	False	0.85988
4	2	10	2	2	False	0.89905
5	2	10	2	2	False	0.90597
6	2	10	2	2	False	0.901
7	2	10	2	2	False	0.93568
8	2	10	2	2	False	0.92193
9	2	10	2	2	False	0.92426
10	2	10	2	2	False	0.9379
20	2	10	2	2	False	0.94704
30	2	10	2	2	False	0.94265
40	2	10	2	2	False	0.94952
50	2	10	2	2	False	0.94503
100	2	10	2	2	False	0.95412
1	2	10	3	2	False	0.80053
2	2	10	3	2	False	0.85544
3	2	10	3	2	False	0.88071
4	2	10	3	2	False	0.88763
5	2	10	3	2	False	0.91522
6	2	10	3	2	False	0.91961
7	2	10	3	2	False	0.91982
8	2	10	3	2	False	0.92669
9	2	10	3	2	False	0.92188
10	2	10	3	2	False	0.92648
20	2	10	3	2	False	0.94952
30	2	10	3	2	False	0.94493
40	2	10	3	2	False	0.94942
50	2	10	3	2	False	0.94952
100	2	10	3	2	False	0.95396
1	2	10	4	2	False	0.81427
2	2	10	4	2	False	0.83034
3	2	10	4	2	False	0.8806
4	2	10	4	2	False	0.90365
5	2	10	4	2	False	0.92199
6	2	10	4	2	False	0.91047
7	2	10	4	2	False	0.91512
8	2	10	4	2	False	0.90825
9	2	10	4	2	False	0.93113
10	2	10	4	2	False	0.93795
20	2	10	4	2	False	0.96099
30	2	10	4	2	False	0.94709
40	2	10	4	2	False	0.95402
50	2	10	4	2	False	0.94477
100	2	10	4	2	False	0.95174
1	2	10	2	3	False	0.81221
2	2	10	2	3	False	0.81882
3	2	10	2	3	False	0.88531
4	2	10	2	3	False	0.90116
5	2	10	2	3	False	0.90814
6	2	10	2	3	False	0.89942
7	2	10	2	3	False	0.91068
8	2	10	2	3	False	0.92215
9	2	10	2	3	False	0.92902
10	2	10	2	3	False	0.93795
20	2	10	2	3	False	0.93103
30	2	10	2	3	False	0.94931
40	2	10	2	3	False	0.94265
50	2	10	2	3	False	0.94947
100	2	10	2	3	False	0.9518
1	2	10	3	3	False	0.8416
2	2	10	3	3	False	0.86702
3	2	10	3	3	False	0.8898
4	2	10	3	3	False	0.90127
5	2	10	3	3	False	0.88763
6	2	10	3	3	False	0.88742
7	2	10	3	3	False	0.92643
8	2	10	3	3	False	0.90354
9	2	10	3	3	False	0.91739
10	2	10	3	3	False	0.92188
20	2	10	3	3	False	0.94493
30	2	10	3	3	False	0.94947
40	2	10	3	3	False	0.95169
50	2	10	3	3	False	0.94947
100	2	10	3	3	False	0.94249
1	2	10	4	3	False	0.81411
2	2	10	4	3	False	0.8805
3	2	10	4	3	False	0.86929
4	2	10	4	3	False	0.90819
5	2	10	4	3	False	0.91052
6	2	10	4	3	False	0.8991
7	2	10	4	3	False	0.91295
8	2	10	4	3	False	0.94493
9	2	10	4	3	False	0.9083
10	2	10	4	3	False	0.94022
20	2	10	4	3	False	0.93113
30	2	10	4	3	False	0.92891
40	2	10	4	3	False	0.94487
50	2	10	4	3	False	0.95867
100	2	10	4	3	False	0.94477
1	2	10	2	4	False	0.79593
2	2	10	2	4	False	0.88779
3	2	10	2	4	False	0.89466
4	2	10	2	4	False	0.90375
5	2	10	2	4	False	0.90825
6	2	10	2	4	False	0.90592
7	2	10	2	4	False	0.9195
8	2	10	2	4	False	0.92415
9	2	10	2	4	False	0.9287
10	2	10	2	4	False	0.9287
20	2	10	2	4	False	0.92659
30	2	10	2	4	False	0.94952
40	2	10	2	4	False	0.94493
50	2	10	2	4	False	0.94255
100	2	10	2	4	False	0.94482
1	2	10	3	4	False	0.80735
2	2	10	3	4	False	0.87389
3	2	10	3	4	False	0.90132
4	2	10	3	4	False	0.91274
5	2	10	3	4	False	0.90587
6	2	10	3	4	False	0.90608
7	2	10	3	4	False	0.91982
8	2	10	3	4	False	0.93319
9	2	10	3	4	False	0.92674
10	2	10	3	4	False	0.92431
20	2	10	3	4	False	0.94968
30	2	10	3	4	False	0.94487
40	2	10	3	4	False	0.9472
50	2	10	3	4	False	0.9472
100	2	10	3	4	False	0.95412
1	2	10	4	4	False	0.80946
2	2	10	4	4	False	0.8556
3	2	10	4	4	False	0.8787
4	2	10	4	4	False	0.90618
5	2	10	4	4	False	0.91982
6	2	10	4	4	False	0.90359
7	2	10	4	4	False	0.91512
8	2	10	4	4	False	0.90148
9	2	10	4	4	False	0.92648
10	2	10	4	4	False	0.92643
20	2	10	4	4	False	0.94725
30	2	10	4	4	False	0.93811
40	2	10	4	4	False	0.95412
50	2	10	4	4	False	0.94255
100	2	10	4	4	False	0.95877
1	4	10	2	1	False	0.88103
2	4	10	2	1	False	0.87606
3	4	10	2	1	False	0.92674
4	4	10	2	1	False	0.91052
5	4	10	2	1	False	0.91041
6	4	10	2	1	False	0.91739
7	4	10	2	1	False	0.94043
8	4	10	2	1	False	0.94958
9	4	10	2	1	False	0.938
10	4	10	2	1	False	0.94503
20	4	10	2	1	False	0.95872
30	4	10	2	1	False	0.9564
40	4	10	2	1	False	0.95418
50	4	10	2	1	False	0.96099
100	4	10	2	1	False	0.95423
1	4	10	3	1	False	0.85777
2	4	10	3	1	False	0.8556
3	4	10	3	1	False	0.91041
4	4	10	3	1	False	0.92426
5	4	10	3	1	False	0.93097
6	4	10	3	1	False	0.94498
7	4	10	3	1	False	0.93805
8	4	10	3	1	False	0.94249
9	4	10	3	1	False	0.94027
10	4	10	3	1	False	0.95196
20	4	10	3	1	False	0.95872
30	4	10	3	1	False	0.96099
40	4	10	3	1	False	0.96327
50	4	10	3	1	False	0.95634
100	4	10	3	1	False	0.95872
1	4	10	4	1	False	0.87632
2	4	10	4	1	False	0.8667
3	4	10	4	1	False	0.90127
4	4	10	4	1	False	0.88732
5	4	10	4	1	False	0.92886
6	4	10	4	1	False	0.92215
7	4	10	4	1	False	0.94487
8	4	10	4	1	False	0.9518
9	4	10	4	1	False	0.94508
10	4	10	4	1	False	0.95423
20	4	10	4	1	False	0.9519
30	4	10	4	1	False	0.9564
40	4	10	4	1	False	0.96559
50	4	10	4	1	False	0.95634
100	4	10	4	1	False	0.96327
1	4	10	2	2	False	0.86469
2	4	10	2	2	False	0.89239
3	4	10	2	2	False	0.89915
4	4	10	2	2	False	0.9056
5	4	10	2	2	False	0.93103
6	4	10	2	2	False	0.93816
7	4	10	2	2	False	0.93805
8	4	10	2	2	False	0.94033
9	4	10	2	2	False	0.94503
10	4	10	2	2	False	0.94725
20	4	10	2	2	False	0.95862
30	4	10	2	2	False	0.95645
40	4	10	2	2	False	0.9518
50	4	10	2	2	False	0.96332
100	4	10	2	2	False	0.95872
1	4	10	3	2	False	0.86919
2	4	10	3	2	False	0.85777
3	4	10	3	2	False	0.91041
4	4	10	3	2	False	0.94482
5	4	10	3	2	False	0.93594
6	4	10	3	2	False	0.93113
7	4	10	3	2	False	0.94038
8	4	10	3	2	False	0.94942
9	4	10	3	2	False	0.9564
10	4	10	3	2	False	0.94503
20	4	10	3	2	False	0.94498
30	4	10	3	2	False	0.94947
40	4	10	3	2	False	0.9564
50	4	10	3	2	False	0.95867
100	4	10	3	2	False	0.95645
1	4	10	4	2	False	0.83695
2	4	10	4	2	False	0.86961
3	4	10	4	2	False	0.91279
4	4	10	4	2	False	0.92431
5	4	10	4	2	False	0.91971
6	4	10	4	2	False	0.92891
7	4	10	4	2	False	0.94276
8	4	10	4	2	False	0.94017
9	4	10	4	2	False	0.95174
10	4	10	4	2	False	0.94482
20	4	10	4	2	False	0.95407
30	4	10	4	2	False	0.96099
40	4	10	4	2	False	0.95407
50	4	10	4	2	False	0.95872
100	4	10	4	2	False	0.96554
1	4	10	2	3	False	0.88774
2	4	10	2	3	False	0.8898
3	4	10	2	3	False	0.92431
4	4	10	2	3	False	0.92664
5	4	10	2	3	False	0.94049
6	4	10	2	3	False	0.93562
7	4	10	2	3	False	0.95174
8	4	10	2	3	False	0.94958
9	4	10	2	3	False	0.93795
10	4	10	2	3	False	0.93578
20	4	10	2	3	False	0.9518
30	4	10	2	3	False	0.94725
40	4	10	2	3	False	0.94487
50	4	10	2	3	False	0.96105
100	4	10	2	3	False	0.95645
1	4	10	3	3	False	0.84382
2	4	10	3	3	False	0.88531
3	4	10	3	3	False	0.93129
4	4	10	3	3	False	0.92431
5	4	10	3	3	False	0.91527
6	4	10	3	3	False	0.91728
7	4	10	3	3	False	0.92637
8	4	10	3	3	False	0.92431
9	4	10	3	3	False	0.95185
10	4	10	3	3	False	0.94255
20	4	10	3	3	False	0.94709
30	4	10	3	3	False	0.96327
40	4	10	3	3	False	0.9564
50	4	10	3	3	False	0.95402
100	4	10	3	3	False	0.96564
1	4	10	4	3	False	0.87378
2	4	10	4	3	False	0.88087
3	4	10	4	3	False	0.93821
4	4	10	4	3	False	0.91052
5	4	10	4	3	False	0.93573
6	4	10	4	3	False	0.93124
7	4	10	4	3	False	0.95412
8	4	10	4	3	False	0.94493
9	4	10	4	3	False	0.94249
10	4	10	4	3	False	0.94498
20	4	10	4	3	False	0.94958
30	4	10	4	3	False	0.95629
40	4	10	4	3	False	0.95407
50	4	10	4	3	False	0.96332
100	4	10	4	3	False	0.96554
1	4	10	2	4	False	0.88541
2	4	10	2	4	False	0.88092
3	4	10	2	4	False	0.9334
4	4	10	2	4	False	0.92204
5	4	10	2	4	False	0.94027
6	4	10	2	4	False	0.93578
7	4	10	2	4	False	0.94487
8	4	10	2	4	False	0.92421
9	4	10	2	4	False	0.94033
10	4	10	2	4	False	0.93113
20	4	10	2	4	False	0.94947
30	4	10	2	4	False	0.95629
40	4	10	2	4	False	0.96094
50	4	10	2	4	False	0.9519
100	4	10	2	4	False	0.95185
1	4	10	3	4	False	0.85581
2	4	10	3	4	False	0.89445
3	4	10	3	4	False	0.90856
4	4	10	3	4	False	0.91041
5	4	10	3	4	False	0.93827
6	4	10	3	4	False	0.93821
7	4	10	3	4	False	0.94276
8	4	10	3	4	False	0.9426
9	4	10	3	4	False	0.93784
10	4	10	3	4	False	0.9565
20	4	10	3	4	False	0.94493
30	4	10	3	4	False	0.95872
40	4	10	3	4	False	0.9518
50	4	10	3	4	False	0.95418
100	4	10	3	4	False	0.9518
1	4	10	4	4	False	0.86263
2	4	10	4	4	False	0.89207
3	4	10	4	4	False	0.91057
4	4	10	4	4	False	0.92421
5	4	10	4	4	False	0.91744
6	4	10	4	4	False	0.93124
7	4	10	4	4	False	0.93584
8	4	10	4	4	False	0.93805
9	4	10	4	4	False	0.93351
10	4	10	4	4	False	0.94942
20	4	10	4	4	False	0.9519
30	4	10	4	4	False	0.95185
40	4	10	4	4	False	0.95412
50	4	10	4	4	False	0.94493
100	4	10	4	4	False	0.94952
1	6	10	2	1	False	0.90153
2	6	10	2	1	False	0.89017
3	6	10	2	1	False	0.91956
4	6	10	2	1	False	0.94038
5	6	10	2	1	False	0.94493
6	6	10	2	1	False	0.93573
7	6	10	2	1	False	0.96099
8	6	10	2	1	False	0.94054
9	6	10	2	1	False	0.95169
10	6	10	2	1	False	0.96115
20	6	10	2	1	False	0.9518
30	6	10	2	1	False	0.96332
40	6	10	2	1	False	0.96332
50	6	10	2	1	False	0.96099
100	6	10	2	1	False	0.97019
1	6	10	3	1	False	0.89249
2	6	10	3	1	False	0.89683
3	6	10	3	1	False	0.93129
4	6	10	3	1	False	0.93578
5	6	10	3	1	False	0.94043
6	6	10	3	1	False	0.93805
7	6	10	3	1	False	0.94498
8	6	10	3	1	False	0.9519
9	6	10	3	1	False	0.94249
10	6	10	3	1	False	0.9518
20	6	10	3	1	False	0.96099
30	6	10	3	1	False	0.96792
40	6	10	3	1	False	0.95877
50	6	10	3	1	False	0.96337
100	6	10	3	1	False	0.96099
1	6	10	4	1	False	0.88303
2	6	10	4	1	False	0.90587
3	6	10	4	1	False	0.92669
4	6	10	4	1	False	0.92664
5	6	10	4	1	False	0.94493
6	6	10	4	1	False	0.9473
7	6	10	4	1	False	0.95402
8	6	10	4	1	False	0.94043
9	6	10	4	1	False	0.9518
10	6	10	4	1	False	0.95412
20	6	10	4	1	False	0.96332
30	6	10	4	1	False	0.96337
40	6	10	4	1	False	0.96559
50	6	10	4	1	False	0.96797
100	6	10	4	1	False	0.97019
1	6	10	2	2	False	0.91041
2	6	10	2	2	False	0.90375
3	6	10	2	2	False	0.91982
4	6	10	2	2	False	0.93795
5	6	10	2	2	False	0.95645
6	6	10	2	2	False	0.94947
7	6	10	2	2	False	0.94947
8	6	10	2	2	False	0.94958
9	6	10	2	2	False	0.96099
10	6	10	2	2	False	0.96564
20	6	10	2	2	False	0.95872
30	6	10	2	2	False	0.95645
40	6	10	2	2	False	0.96327
50	6	10	2	2	False	0.9611
100	6	10	2	2	False	0.97252
1	6	10	3	2	False	0.89921
2	6	10	3	2	False	0.91987
3	6	10	3	2	False	0.89894
4	6	10	3	2	False	0.92912
5	6	10	3	2	False	0.94947
6	6	10	3	2	False	0.94033
7	6	10	3	2	False	0.94049
8	6	10	3	2	False	0.94958
9	6	10	3	2	False	0.95634
10	6	10	3	2	False	0.94271
20	6	10	3	2	False	0.95862
30	6	10	3	2	False	0.96792
40	6	10	3	2	False	0.96099
50	6	10	3	2	False	0.9611
100	6	10	3	2	False	0.97252
1	6	10	4	2	False	0.8898
2	6	10	4	2	False	0.88996
3	6	10	4	2	False	0.9473
4	6	10	4	2	False	0.93578
5	6	10	4	2	False	0.93351
6	6	10	4	2	False	0.94736
7	6	10	4	2	False	0.94466
8	6	10	4	2	False	0.94043
9	6	10	4	2	False	0.94952
10	6	10	4	2	False	0.9565
20	6	10	4	2	False	0.96559
30	6	10	4	2	False	0.96554
40	6	10	4	2	False	0.96559
50	6	10	4	2	False	0.97019
100	6	10	4	2	False	0.96559
1	6	10	2	3	False	0.8991
2	6	10	2	3	False	0.89429
3	6	10	2	3	False	0.93578
4	6	10	2	3	False	0.94493
5	6	10	2	3	False	0.94963
6	6	10	2	3	False	0.94725
7	6	10	2	3	False	0.95862
8	6	10	2	3	False	0.94968
9	6	10	2	3	False	0.95174
10	6	10	2	3	False	0.96099
20	6	10	2	3	False	0.96094
30	6	10	2	3	False	0.97014
40	6	10	2	3	False	0.97019
50	6	10	2	3	False	0.96337
100	6	10	2	3	False	0.97024
1	6	10	3	3	False	0.8991
2	6	10	3	3	False	0.91517
3	6	10	3	3	False	0.93124
4	6	10	3	3	False	0.91771
5	6	10	3	3	False	0.92643
6	6	10	3	3	False	0.94482
7	6	10	3	3	False	0.94487
8	6	10	3	3	False	0.94487
9	6	10	3	3	False	0.96559
10	6	10	3	3	False	0.96559
20	6	10	3	3	False	0.95877
30	6	10	3	3	False	0.96094
40	6	10	3	3	False	0.96099
50	6	10	3	3	False	0.97019
100	6	10	3	3	False	0.96099
1	6	10	4	3	False	0.89234
2	6	10	4	3	False	0.90122
3	6	10	4	3	False	0.91966
4	6	10	4	3	False	0.94038
5	6	10	4	3	False	0.9426
6	6	10	4	3	False	0.94033
7	6	10	4	3	False	0.95196
8	6	10	4	3	False	0.95185
9	6	10	4	3	False	0.95867
10	6	10	4	3	False	0.94033
20	6	10	4	3	False	0.96115
30	6	10	4	3	False	0.95867
40	6	10	4	3	False	0.96105
50	6	10	4	3	False	0.97014
100	6	10	4	3	False	0.96792
1	6	10	2	4	False	0.874
2	6	10	2	4	False	0.9102
3	6	10	2	4	False	0.93351
4	6	10	2	4	False	0.92664
5	6	10	2	4	False	0.95423
6	6	10	2	4	False	0.94027
7	6	10	2	4	False	0.93811
8	6	10	2	4	False	0.9564
9	6	10	2	4	False	0.95872
10	6	10	2	4	False	0.94271
20	6	10	2	4	False	0.97252
30	6	10	2	4	False	0.9565
40	6	10	2	4	False	0.96342
50	6	10	2	4	False	0.96105
100	6	10	2	4	False	0.95877
1	6	10	3	4	False	0.88298
2	6	10	3	4	False	0.89678
3	6	10	3	4	False	0.93351
4	6	10	3	4	False	0.93346
5	6	10	3	4	False	0.94736
6	6	10	3	4	False	0.93562
7	6	10	3	4	False	0.94963
8	6	10	3	4	False	0.95655
9	6	10	3	4	False	0.9564
10	6	10	3	4	False	0.95407
20	6	10	3	4	False	0.9657
30	6	10	3	4	False	0.95872
40	6	10	3	4	False	0.95174
50	6	10	3	4	False	0.96099
100	6	10	3	4	False	0.96105
1	6	10	4	4	False	0.86681
2	6	10	4	4	False	0.91971
3	6	10	4	4	False	0.91506
4	6	10	4	4	False	0.92891
5	6	10	4	4	False	0.93346
6	6	10	4	4	False	0.95174
7	6	10	4	4	False	0.94503
8	6	10	4	4	False	0.94736
9	6	10	4	4	False	0.95862
10	6	10	4	4	False	0.95407
20	6	10	4	4	False	0.95412
30	6	10	4	4	False	0.95877
40	6	10	4	4	False	0.9657
50	6	10	4	4	False	0.95645
100	6	10	4	4	False	0.96332
1	8	10	2	1	False	0.90359
2	8	10	2	1	False	0.876
3	8	10	2	1	False	0.92437
4	8	10	2	1	False	0.92886
5	8	10	2	1	False	0.94958
6	8	10	2	1	False	0.94054
7	8	10	2	1	False	0.94033
8	8	10	2	1	False	0.94487
9	8	10	2	1	False	0.96094
10	8	10	2	1	False	0.95418
20	8	10	2	1	False	0.96094
30	8	10	2	1	False	0.96332
40	8	10	2	1	False	0.96786
50	8	10	2	1	False	0.97019
100	8	10	2	1	False	0.96332
1	8	10	3	1	False	0.88293
2	8	10	3	1	False	0.90127
3	8	10	3	1	False	0.94974
4	8	10	3	1	False	0.92669
5	8	10	3	1	False	0.95164
6	8	10	3	1	False	0.9611
7	8	10	3	1	False	0.94942
8	8	10	3	1	False	0.9473
9	8	10	3	1	False	0.96792
10	8	10	3	1	False	0.95412
20	8	10	3	1	False	0.96564
30	8	10	3	1	False	0.97019
40	8	10	3	1	False	0.97019
50	8	10	3	1	False	0.96099
100	8	10	3	1	False	0.96559
1	8	10	4	1	False	0.88768
2	8	10	4	1	False	0.90592
3	8	10	4	1	False	0.94043
4	8	10	4	1	False	0.92875
5	8	10	4	1	False	0.9379
6	8	10	4	1	False	0.94503
7	8	10	4	1	False	0.95645
8	8	10	4	1	False	0.96564
9	8	10	4	1	False	0.94942
10	8	10	4	1	False	0.95883
20	8	10	4	1	False	0.96337
30	8	10	4	1	False	0.97014
40	8	10	4	1	False	0.97479
50	8	10	4	1	False	0.97479
100	8	10	4	1	False	0.96559
1	8	10	2	2	False	0.87611
2	8	10	2	2	False	0.88985
3	8	10	2	2	False	0.92659
4	8	10	2	2	False	0.94033
5	8	10	2	2	False	0.9426
6	8	10	2	2	False	0.9565
7	8	10	2	2	False	0.96105
8	8	10	2	2	False	0.95655
9	8	10	2	2	False	0.95185
10	8	10	2	2	False	0.96115
20	8	10	2	2	False	0.96342
30	8	10	2	2	False	0.96327
40	8	10	2	2	False	0.96554
50	8	10	2	2	False	0.97014
100	8	10	2	2	False	0.96792
1	8	10	3	2	False	0.91718
2	8	10	3	2	False	0.90359
3	8	10	3	2	False	0.92426
4	8	10	3	2	False	0.94736
5	8	10	3	2	False	0.94958
6	8	10	3	2	False	0.96332
7	8	10	3	2	False	0.94952
8	8	10	3	2	False	0.95645
9	8	10	3	2	False	0.95655
